x Norm_pressure Norm_heat_flux
0.018014092 66.7212448 267442.724607341
0.018014092 66.6527748 266011.921449128
0.018014092 66.5843048 264581.118290914
0.0180145688 66.7580185 268711.468987622
0.0180145688 66.487999 263649.334642342
0.018015366 66.7719269 269156.244747908
0.018015366 66.3722916 262669.149203228
0.0180164818 66.7634354 268988.792659145
0.0180164818 66.2387695 261762.04320114
0.0180179179 66.7329025 268430.705681556
0.0180179179 66.0870056 260973.090201307
0.0180196725 66.6812286 267666.393191797
0.0180196725 65.9170303 260305.599358992
0.0180217456 66.6092606 266823.766034847
0.0180217456 65.7284775 259741.287516089
0.0180241354 66.5177002 265981.513253061
0.0180241354 65.5210876 259250.764716753
0.0180268455 66.4070053 265180.726786271
0.0180268455 65.2946625 258798.380007103
0.0180298723 66.2774048 264435.090899829
0.0180298723 65.0491104 258347.397447864
0.0180332176 66.1289291 263738.640683292
0.0180332176 64.7844925 257863.530095465
0.0180368777 65.9614868 263080.292423716
0.0180368777 64.5008545 257322.867120112
0.0180408563 65.7751312 262451.014947594
0.0180408563 64.198616 256720.941112015
0.0180451497 65.5698471 261827.04597077
0.0180451497 63.8780708 256049.523847076
0.0180497598 65.3455582 261182.045741478
0.0180497598 63.5393562 255295.811293238
0.0180546828 65.1023407 260504.852259208
0.0180546828 63.1828651 254460.102549158
0.0180599224 64.840271 259788.436705547
0.0180599224 62.8089104 253545.555213396
0.0180654731 64.5594711 259026.965653019
0.0180654731 62.4178162 252555.48044859
0.0180713385 64.2600708 258215.597316669
0.0180713385 62.0098953 251493.260679137
0.0180775151 63.942276 257350.387207514
0.0180775151 61.5854607 250362.206063986
0.0180840027 63.6063194 256428.549091093
0.0180840027 61.1448364 249165.288519649
0.0180908013 63.2524796 255448.438928487
0.0180908013 60.6883659 247905.199934027
0.0180979092 62.881073 254409.756617353
0.0180979092 60.2163925 246584.426439238
0.0181053262 62.4924355 253313.362317248
0.0181053262 59.7292976 245205.511377543
0.0181130506 62.0869102 252159.984704764
0.0181130506 59.227478 243770.286477287
0.0181210805 61.6648026 250949.400961438
0.0181210823 58.7112656 242278.715605747
0.0181294177 61.2264786 249684.208628618
0.0181294177 58.1810951 240733.077131879
0.0181380603 60.7723351 248367.567312239
0.0181380603 57.6374321 239136.569805402
0.0181470066 60.3027 247000.35523822
0.0181470066 57.0806732 237490.184265153
0.0181562547 59.8179474 245583.78887492
0.0181562547 56.5112534 235795.339724217
0.0181658026 59.3184471 244119.007406817
0.0181658044 55.9296112 234053.478480475
0.01817072925 57.36709975 238330.277614865
0.0181756541 58.8045883 242607.076749255
0.0181756541 55.3361893 232266.037813374
0.0181858018 58.2767525 241048.912264564
0.0181910256 58.0060501 240247.144192119
0.0181962494 57.7353477 239445.376119674
0.0182069931 57.1807747 237797.194983802
0.0182180312 56.6134491 236105.192883784
0.0182293635 56.0338173 234370.696693521
0.0182409901 55.4422951 232593.595003783
0.0182529055 54.8392677 230772.970444868
0.0182651132 54.2252312 228910.48712943
0.0182776079 53.6006813 227007.791103763
0.0182903893 52.966053 225065.087119969
0.0183034558 52.3218307 223083.049655553
0.0183168072 51.6684875 221062.480656239
0.0183304418 51.0065231 219004.296488045
0.0183443557 50.3364182 216909.48979718
0.0183585491 49.6586761 214779.142557976
0.0183730181 48.9737892 212614.378899611
0.0183877647 48.2822418 210416.467482154
0.0184027851 47.5845566 208187.317317832
0.0184180792 46.8811874 205927.713289696
0.0184336416 46.1725578 203637.859146158
0.0184494741 45.4591904 201319.832518822
0.018465573 44.7415886 198975.332649379
0.0184819363 44.0202065 196605.520803417
0.0184985641 43.2955093 194211.628504597
0.0185154527 42.5679893 191795.190389981
0.0185326003 41.8380623 189357.066619126
0.0185500029 41.106369 186899.536564676
0.0185676627 40.3733215 184424.601578039
0.0185855739 39.6408691 181928.634335248
0.0186037328 38.9069748 179349.660189641
0.0186221395 38.1906242 176976.37056904
0.0186595805 36.7074356 171645.661689765
0.0186690986 36.3482609 170397.566157295
0.0186786167 35.9890862 169149.470624825
0.0186978914 35.277462 166573.395126595
0.0187174026 34.5717888 163985.205129115
0.0187371485 33.8721733 161412.101547395
0.0187571254 33.1761208 158867.171453161
0.0187773295 32.4801064 156351.126460328
0.018797759 31.781065 153852.242503799
0.0188184138 31.0776424 151349.966086004
0.0188392866 30.3709564 148822.534266826
0.0188603774 29.6644096 146256.553850075
0.0188816823 28.9624557 143653.557465442
0.0189031977 28.2688656 141027.687059442
0.0189249236 27.5857162 138396.675769832
0.0189468563 26.9135017 135774.610340356
0.0189689901 26.2518139 133170.052219118
0.0189913251 25.5998974 130586.825452689
0.0190138556 24.9569759 128025.397759103
0.0190365836 24.3224716 125484.328847853
0.0190594997 23.6960793 122961.720747266
0.0190826058 23.0777531 120456.135174208
0.0191058982 22.467598 117966.981960862
0.0191293713 21.8658123 115494.738862128
0.019153025 21.272583 113040.023145366
0.0191768538 20.6880589 110603.216211547
0.0192008559 20.1124344 108184.927298537
0.0192250293 19.5459576 105785.623120681
0.0192493685 18.9889698 103405.846672519
0.0192738716 18.4419098 101045.95225548
0.0192985348 17.9054375 98708.0985990557
0.0193233564 17.3796749 96366.8522806297
0.0202418659 4.29752159 29448.4243118929
0.0202760268 4.22938204 28681.6345224605
0.0203116387 4.17574358 28053.0834144496
0.0203487631 4.13037586 27512.7873869777
0.0203874651 4.0907979 27035.1316512286
0.0204278119 4.05558777 26604.2394884834
0.0204698704 4.02378321 26209.3657293453
0.0205137152 3.99466801 25842.6959697702
0.0205594227 3.9677062 25498.9370668671
0.0206070691 3.94245982 25174.3313177576
0.0206567384 3.91856098 24866.5254784531
0.0207085144 3.8956008 24573.2246191662
0.0207624882 3.87304449 24291.3652871536
0.0208187513 3.85052514 24020.2369725545
0.0208774004 3.82773972 23757.6756263356
0.0209385343 3.80449176 23500.8092991883
0.021002261 3.78083825 23248.1891692679
0.0210686885 3.7568121 22997.4712265039
0.0211379286 3.73238969 22747.262654773
0.0212101042 3.70751786 22497.0821862715
0.0212853327 3.68209505 22246.7171397739
0.0213637482 3.65598059 21996.0388426371
0.0214454811 3.62901998 21744.8138373196
0.0215306729 3.60108137 21492.4764459607
