x Norm_pressure Norm_heat_flux
0.018014092 66.7197495 267737.359868182
0.0180143304 66.7382164 268379.471988808
0.0180145688 66.7566833 269021.584109435
0.018015366 66.7704697 269404.684321717
0.0180164818 66.7617722 269155.47793122
0.0180179179 66.7311096 268537.342381873
0.0180196725 66.6794662 267747.530226169
0.0180217456 66.6076355 266909.278139827
0.0180241354 66.516243 266091.235286492
0.0180268455 66.4056549 265324.660486764
0.0180298723 66.2760162 264613.965947662
0.0180332176 66.127327 263945.595875741
0.0180368777 65.9594955 263303.549496598
0.0180408563 65.7725754 262676.439983887
0.0180451497 65.5666046 262039.553558401
0.0180497598 65.3415375 261366.155015789
0.0180546828 65.0975342 260645.608287405
0.0180599224 64.8347397 259872.770482265
0.0180654731 64.5533295 259044.800163141
0.0180713385 64.2534637 258160.353393453
0.0180775151 63.9353561 257218.941377747
0.0180840027 63.5992165 256220.378433972
0.0180908013 63.2452888 255164.665565814
0.0180979092 62.8738518 254052.212277474
0.0181053262 62.4852104 252883.972071378
0.0181130506 62.079689 251660.376532834
0.0181210805 61.6575775 250380.676911517
0.0181294177 61.2192421 249047.097377297
0.0181380603 60.7650757 247662.57371396
0.0181470066 60.2954102 246227.948014703
0.0181562547 59.8106232 244744.489943282
0.0181658026 59.3110886 243213.527377288
0.0181756541 58.7971954 241636.331987851
0.0181858018 58.2693329 240014.137306005
0.0181910256 57.99861525 239181.073276549
0.0181962494 57.7278976 238348.009247094
0.0182069931 57.1733055 236638.938449955
0.0182180312 56.6059647 234887.953693521
0.0182293635 56.026329 233096.512330976
0.0182409901 55.4348106 231264.670568778
0.0182529055 54.8317947 229391.4749045
0.0182651132 54.2177887 227478.627590896
0.0182776079 53.5932846 225527.717464113
0.0182903893 52.9587212 223538.892066107
0.0183034558 52.3145828 221512.82687807
0.0183168072 51.6613503 219450.268642955
0.0183304418 50.9995117 217352.115660416
0.0183443557 50.3295593 215219.301359145
0.0183585491 49.6519737 213052.909720847
0.0183730181 48.9672508 210854.045804651
0.0183877647 48.2758675 208623.942137903
0.0184027851 47.5783348 206364.505725456
0.0184180792 46.8750916 204076.559590458
0.0184336416 46.1665535 201760.308485008
0.0184494741 45.4532318 199417.771826878
0.018465573 44.7356071 197050.708075278
0.0184819363 44.0141258 194660.12493172
0.0184985641 43.2892456 192247.219794516
0.0185154527 42.5614662 189813.339611303
0.0185326003 41.8312302 187359.062505657
0.0185500029 41.0992279 184886.333622529
0.0185676627 40.3659554 182396.198803527
0.0185855739 39.6334343 179885.331830713
0.0186037328 38.8997993 177294.58042461
0.0186221395 38.1839981 174915.812681647
0.0186595805 36.705555 169560.483366033
0.0186690986 36.34764675 168311.761031179
0.0186786167 35.9897385 167063.038696324
0.0186978914 35.2798347 164495.693265574
0.0187174026 34.5748024 161924.83392746
0.0187371485 33.8739891 159374.782019665
0.0187571254 33.1746407 156854.230473259
0.0187773295 32.4735832 154358.646638812
0.018797759 31.7686844 151871.681462613
0.0188184138 31.0599327 149370.825261591
0.0188392866 30.3498058 146836.710895933
0.0188603774 29.6425438 144262.363746312
0.0188816823 28.9425507 141656.245895841
0.0189031977 28.2528496 139036.843247352
0.0189249236 27.574522 136423.359339714
0.0189468563 26.9071217 133829.494497267
0.0189689901 26.2494431 131261.888107957
0.0189913251 25.600174 128721.29594792
0.0190138556 24.9583168 126204.801303417
0.0190365836 24.3233852 123708.132483577
0.0190594997 23.6953907 121227.551758888
0.0190826058 23.0746975 118760.739609238
0.0191058982 22.461853 116306.958324854
0.0191293713 21.857481 113867.095164836
0.019153025 21.2621384 111442.627556103
0.0191768538 20.6762867 109035.20054126
0.0192008559 20.1003151 106646.888740851
0.0192250293 19.5345459 104279.712576334
0.0192493685 18.979248 101935.502772366
0.0192738716 18.4346695 99615.4290255044
0.0192985348 17.9011688 97321.733772718
0.0193233564 17.3785534 95029.0012562762
0.0193734579 16.3625851 90546.0323143302
0.0193987321 15.8700924 88397.0653808484
0.0194241516 15.3879719 86265.6063578156
0.0194497108 14.9155254 84161.0028811774
0.0194754098 14.4522524 82083.6756964256
0.0195012428 13.9979019 80033.3067352245
0.0195272081 13.5524292 78008.9755164421
0.0195533 13.1159887 76009.8498833819
0.0195795167 12.6889019 74035.7711531663
0.0196058564 12.2715893 72087.4682031239
0.0196323115 11.8644791 70166.5256539187
0.019658884 11.4679136 68275.1027368878
0.0196855664 11.082077 66415.573673073
0.0197123569 10.706955 64590.0556393358
0.0197392516 10.3423491 62800.0724329224
0.0197662469 9.98792267 61046.3857517185
0.0197933391 9.64325237 59328.7713721009
0.0198205281 9.30792618 57646.4860640203
0.0198478047 8.98160839 55998.5016507549
0.0198751707 8.6640501 54383.5280937062
0.0199026205 8.35511112 52800.5512677669
0.0199301504 8.05473995 51248.944872396
0.0199577566 7.76293612 49728.5220211178
0.0199854374 7.47970629 48239.432062523
0.0200131871 7.20503426 46782.1145110457
0.0200410057 6.93882895 45357.0273489568
0.0200688876 6.68099213 43965.0586383056
0.0200968292 6.43136501 42605.8110195021
0.0201248303 6.19073105 41282.1542337438
0.0201528836 5.96084404 39975.5942483355
0.0201809853 5.75676107 38600.8179893831
0.0202114256 5.625658035 37340.222190655
0.0202418659 5.494555 36079.626391927
0.0202760268 5.41875792 35212.9695686687
0.0203116387 5.35936785 34508.6051816229
0.0203487631 5.30924225 33906.7600706787
0.0203874651 5.26540661 33375.6245919396
0.0204278119 5.22612047 32895.926453993
0.0204698704 5.19017553 32455.1188696993
0.0205137152 5.15663815 32044.4617347114
0.0205594227 5.1247716 31658.1574531704
0.0206070691 5.09395933 31291.7259688332
0.0206567384 5.0637145 30941.2649475587
0.0207085144 5.03362846 30601.9133336082
0.0207624882 5.00336742 30268.4741372824
0.0208187513 4.97291803 29941.1506051514
0.0208774004 4.94207478 29620.5222659531
0.0209385343 4.91034317 29306.1333455276
0.021002261 4.87733841 28996.2663350831
0.0210686885 4.84291792 28684.9388600273
0.0211379286 4.80757666 28368.7668900643
0.0212101042 4.77213526 28050.3562971412
0.0212853327 4.73688698 27735.263993031
0.0213637482 4.7012949 27426.6238892877
0.0214454811 4.664505 27122.6318589518
0.0215306729 4.62606144 26818.6958343373
0.0216194671 4.58615828 26511.5840444306
0.0217120145 4.54517174 26200.296215002
0.0218084734 4.50320435 25886.2298795027
0.0219090097 4.46006441 25570.7566762653
0.022013789 4.4157362 25258.2630175576
0.0221229922 4.36960316 24930.4581172542
0.0222368054 4.32363987 24606.3710734647
0.0223579174 4.276269915 24310.042894158
0.0224790294 4.22889996 24013.7147148514
0.0226078518 4.17825985 23699.8095714465
0.0227421001 4.12718105 23377.9168880306
0.0228819996 4.07550287 23049.7006768911
0.0230277851 4.02342224 22717.3364290904
0.0231797025 3.97137094 22383.7967637195
0.0233380031 3.91959214 22052.7201456692
0.0235029534 3.86786056 21726.8337926166
0.0236748271 3.81551862 21404.7985856802
0.0238539111 3.76207113 21084.0043370596
0.0240405016 3.70766521 20762.9856640785
0.0242349096 3.6528933 20439.4222436741
0.0244374536 3.59864569 20114.1761424087
0.0246484708 3.54576564 19793.1785468497
0.0248683058 3.49424243 19483.2916634072
0.0250973199 3.44268537 19186.2437403216
0.0253358893 3.3890779 18895.836008134
0.0255844016 3.33296108 18600.3491190735
0.0258432645 3.27661943 18290.9097795595
0.0261128936 3.22439075 17973.7235841207
0.0263937302 3.17909169 17675.6941557479
0.0266862232 3.13811636 17414.2276310519
0.0269908458 3.0955894 17178.0568231496
0.0273080822 3.04751062 16946.7490783596
0.0276384428 2.9947269 16703.0535304136
0.027982451 2.94184303 16436.0193544964
0.0283406526 2.89418721 16155.0222897834
0.0287136119 2.85369182 15888.8247871533
0.0291019138 2.81808591 15661.3554416576
0.0295061674 2.78342748 15460.5055754295
0.0299269985 2.74792337 15291.0096793068
0.03037401475 2.710811375 15133.3414789411
0.030821031 2.67369938 14975.6732785754
0.031295605 2.63807869 14778.3637166724
0.0317895077 2.60596466 14577.7942805264
0.0323034823 2.57713866 14392.6576324431
0.0328383073 2.55050492 14230.0942008043
0.0333947837 2.52492738 14086.2808423543
0.0339737311 2.49989295 13952.0731677172
0.03457601 2.47559309 13818.3294974715
0.0352025032 2.45261145 13680.7356847964
0.0358541161 2.43161654 13542.7656903219
0.0365317874 2.41307092 13412.6990265387
0.0372364931 2.39701009 13296.5754789221
0.0379692279 2.3830142 13194.1296726917
0.0387310162 2.37043452 13099.8314945111
0.0395229235 2.35894275 13009.0433093154
0.0403460413 2.34877658 12920.1736713704
0.0412014835 2.34047103 12834.9753188734
0.0420904085 2.33439326 12757.1837732252
0.0430139974 2.33042979 12687.6449416312
0.0439734645 2.32818532 12624.4098651316
0.0449700616 2.32734847 12564.969828658
0.0460050628 2.3278625 12507.8667764474
0.0470797792 2.32986116 12452.9860874712
0.0481955446 2.33350682 12400.8617230882
0.0493537337 2.3388803 12351.9354058437
0.0505557396 2.34596968 12306.2352389669
0.0518029928 2.35470963 12263.4631274888
0.0530969501 2.3650229 12222.921509108
0.0544390865 2.37685633 12185.1036958692
0.0558309145 2.39010501 12145.5015283001
0.0572739579 2.40501142 12117.2462403434
0.05879694785 2.42157245 12090.7049984591
0.0603199378 2.43813348 12064.1637565748
0.0619260333 2.45612836 12022.028484349
0.0635896698 2.47513652 11978.7363627581
0.0653124675 2.49492311 11934.2793623081
0.0670960546 2.51535702 11887.8406827099
0.0689420775 2.53631711 11838.5229276271
