x Norm_pressure Norm_heat_flux
0.018014092 66.5813675 264591.475334639
0.0180145688 66.4843445 263473.450581068
0.018015366 66.3680496 262318.802301139
0.0180164818 66.2340469 261264.808748409
0.0180179179 66.0819473 260365.218352815
0.0180196725 65.9117279 259623.713641097
0.0180217456 65.7230148 259015.317868114
0.0180241354 65.5155029 258501.05285836
0.0180268455 65.2889786 258036.759405247
0.0180298723 65.0433655 257579.682459972
0.0180332176 64.7786942 257091.889688636
0.0180368777 64.4950104 256547.393633529
0.0180408563 64.1926956 255940.325738136
0.0180451497 63.8720436 255261.30052752
0.0180497598 63.5331764 254496.314563942
0.0180546828 63.176487 253644.826860233
0.0180599224 62.8023071 252709.472094152
0.0180654731 62.4109726 251693.560424649
0.0180713385 62.0028152 250600.811514874
0.0180775151 61.5781708 249435.15178745
0.0180840027 61.1373787 248200.47052859
0.0180908013 60.6807747 246900.317778382
0.0180979092 60.2087173 245538.09804233
0.0181053262 59.7215729 244117.156608423
0.0181130506 59.219738 242639.905335955
0.0181210823 58.7035332 241106.736666452
0.0181294177 58.1733894 239520.213012224
0.0181380603 57.6297646 237883.697727619
0.0181470066 57.0730438 236198.27579803
0.0181562547 56.5036659 234465.313241144
0.0181658044 55.9220619 232686.173063587
0.01817072925 55.6253719 231774.187638292
0.0181756541 55.3286819 230862.202212997
0.0181858018 54.7239647 228994.615150361
0.0181962494 54.1083717 227084.684550495
0.0182069931 53.482357 225133.661007108
0.0182180312 52.8463745 223142.892471525
0.0182293635 52.2009087 221114.489697013
0.0182409901 51.5463905 219049.389123323
0.0182529073 50.8831902 216947.179238881
0.0182651132 50.2118225 214809.784111216
0.0182776079 49.5327988 212639.037476046
0.0182903893 48.8465996 210435.069812651
0.0183034558 48.1537743 208198.310698966
0.0183168072 47.4549332 205929.264989434
0.0183304418 46.750721 203628.642290598
0.0183443557 46.0418015 201297.584797995
0.0183585491 45.3288498 198937.848963464
0.0183730181 44.6124763 196551.846646301
0.0183877647 43.8932076 194142.587903113
0.0184027851 43.1714668 191714.259111395
0.0184180792 42.4474678 189269.909471539
0.0184336416 41.7212563 186811.314505432
0.0184494741 40.9929161 184340.884064995
0.018465573 40.262516 181859.648936536
0.0184819363 39.5301743 179366.785093221
0.0184985641 38.7962036 176860.816111819
0.0185154527 38.0611496 174340.077879674
0.0185326003 37.3257713 171802.495776245
0.0185500029 36.5912895 169247.507736941
0.0185676627 35.8588524 166670.852107761
