x Norm_heat_flux
0.018014092 267442.724607341
0.018014092 266011.921449128
0.018014092 264581.118290914
0.0180145688 268711.468987622
0.0180145688 263649.334642342
0.018015366 269156.244747908
0.018015366 262669.149203228
0.0180164818 268988.792659145
0.0180164818 261762.04320114
0.0180179179 268430.705681556
0.0180179179 260973.090201307
0.0180196725 267666.393191797
0.0180196725 260305.599358992
0.0180217456 266823.766034847
0.0180217456 259741.287516089
0.0180241354 265981.513253061
0.0180241354 259250.764716753
0.0180268455 265180.726786271
0.0180268455 258798.380007103
0.0180298723 264435.090899829
0.0180298723 258347.397447864
0.0180332176 263738.640683292
0.0180332176 257863.530095465
0.0180368777 263080.292423716
0.0180368777 257322.867120112
0.0180408563 262451.014947594
0.0180408563 256720.941112015
0.0180451497 261827.04597077
0.0180451497 256049.523847076
0.0180497598 261182.045741478
0.0180497598 255295.811293238
0.0180546828 260504.852259208
0.0180546828 254460.102549158
0.0180599224 259788.436705547
0.0180599224 253545.555213396
0.0180654731 259026.965653019
0.0180654731 252555.48044859
0.0180713385 258215.597316669
0.0180713385 251493.260679137
0.0180775151 257350.387207514
0.0180775151 250362.206063986
0.0180840027 256428.549091093
0.0180840027 249165.288519649
0.0180908013 255448.438928487
0.0180908013 247905.199934027
0.0180979092 254409.756617353
0.0180979092 246584.426439238
0.0181053262 253313.362317248
0.0181053262 245205.511377543
0.0181130506 252159.984704764
0.0181130506 243770.286477287
0.0181210805 250949.400961438
0.0181210823 242278.715605747
0.0181294177 249684.208628618
0.0181294177 240733.077131879
0.0181380603 248367.567312239
0.0181380603 239136.569805402
0.0181470066 247000.35523822
0.0181470066 237490.184265153
0.0181562547 245583.78887492
0.0181562547 235795.339724217
0.0181658026 244119.007406817
0.0181658044 234053.478480475
0.01817072925 238330.277614865
0.0181756541 242607.076749255
0.0181756541 232266.037813374
0.0181858018 241048.912264564
0.0181910256 240247.144192119
0.0181962494 239445.376119674
0.0182069931 237797.194983802
0.0182180312 236105.192883784
0.0182293635 234370.696693521
0.0182409901 232593.595003783
0.0182529055 230772.970444868
0.0182651132 228910.48712943
0.0182776079 227007.791103763
0.0182903893 225065.087119969
0.0183034558 223083.049655553
0.0183168072 221062.480656239
0.0183304418 219004.296488045
0.0183443557 216909.48979718
0.0183585491 214779.142557976
0.0183730181 212614.378899611
0.0183877647 210416.467482154
0.0184027851 208187.317317832
0.0184180792 205927.713289696
0.0184336416 203637.859146158
0.0184494741 201319.832518822
0.018465573 198975.332649379
0.0184819363 196605.520803417
0.0184985641 194211.628504597
0.0185154527 191795.190389981
0.0185326003 189357.066619126
0.0185500029 186899.536564676
0.0185676627 184424.601578039
0.0185855739 181928.634335248
0.0186037328 179349.660189641
0.0186221395 176976.37056904
0.0186595805 171645.661689765
0.0186690986 170397.566157295
0.0186786167 169149.470624825
0.0186978914 166573.395126595
0.0187174026 163985.205129115
0.0187371485 161412.101547395
0.0187571254 158867.171453161
0.0187773295 156351.126460328
0.018797759 153852.242503799
0.0188184138 151349.966086004
0.0188392866 148822.534266826
0.0188603774 146256.553850075
0.0188816823 143653.557465442
0.0189031977 141027.687059442
0.0189249236 138396.675769832
0.0189468563 135774.610340356
0.0189689901 133170.052219118
0.0189913251 130586.825452689
0.0190138556 128025.397759103
0.0190365836 125484.328847853
0.0190594997 122961.720747266
0.0190826058 120456.135174208
0.0191058982 117966.981960862
0.0191293713 115494.738862128
0.019153025 113040.023145366
0.0191768538 110603.216211547
0.0192008559 108184.927298537
0.0192250293 105785.623120681
0.0192493685 103405.846672519
0.0192738716 101045.95225548
0.0192985348 98708.0985990557
0.0193233564 96366.8522806297
0.0202418659 29448.4243118929
0.0202760268 28681.6345224605
0.0203116387 28053.0834144496
0.0203487631 27512.7873869777
0.0203874651 27035.1316512286
0.0204278119 26604.2394884834
0.0204698704 26209.3657293453
0.0205137152 25842.6959697702
0.0205594227 25498.9370668671
0.0206070691 25174.3313177576
0.0206567384 24866.5254784531
0.0207085144 24573.2246191662
0.0207624882 24291.3652871536
0.0208187513 24020.2369725545
0.0208774004 23757.6756263356
0.0209385343 23500.8092991883
0.021002261 23248.1891692679
0.0210686885 22997.4712265039
0.0211379286 22747.262654773
0.0212101042 22497.0821862715
0.0212853327 22246.7171397739
0.0213637482 21996.0388426371
0.0214454811 21744.8138373196
0.0215306729 21492.4764459607
0.0216194671 21238.3442619292
0.0217120145 20981.7069761017
0.0218084734 20721.9919851788
0.0219090097 20461.0921420302
0.022013789 20200.2251194388
0.0221229922 19936.8365345885
0.0222368054 19677.4253596493
0.0223579174 19420.5169780266
0.0224790294 19163.6085964039
0.0226078518 18898.0022652782
0.0227421001 18633.1835271568
0.0228819996 18367.5574234019
0.0230277851 18100.3643638699
0.0231797025 17831.1195678535
0.0233380031 17559.5437093261
0.0235029534 17285.9603769005
0.0236748271 17010.7121288697
0.0238539111 16735.0536740581
0.0240405016 16461.2928898126
0.0242349096 16190.0955215641
0.0244374536 15921.737583173
0.0246484708 15656.8043243917
0.0248683058 15394.7115995233
0.0250973199 15133.7779321307
0.0253358893 14871.6863113177
0.0255844016 14607.1211044731
0.0258432645 14342.0370919397
0.0261128936 14081.6338730023
0.0263937302 13830.5490827258
0.0266862232 13588.6447141801
0.0269908458 13351.0121368736
0.0273080822 13112.3279969438
0.0276384428 12871.3420017877
0.027982451 12631.3339990152
