# X (m), P (Pa)
3.8058166e-01 9.6473554e+04
3.6432195e-01 9.6236455e+04
3.4898450e-01 9.5597065e+04
3.3451677e-01 9.4788681e+04
3.2086923e-01 9.3955661e+04
3.0799515e-01 9.3091721e+04
2.9585043e-01 9.2213628e+04
2.8439350e-01 9.1330661e+04
2.7358512e-01 9.0458822e+04
2.6338827e-01 8.9616326e+04
2.5376804e-01 8.8808982e+04
2.4469149e-01 8.8040152e+04
2.3612754e-01 8.7313817e+04
2.2804685e-01 8.6630934e+04
2.2042176e-01 8.5990485e+04
2.1322616e-01 8.5390498e+04
2.0643541e-01 8.4828813e+04
2.0002625e-01 8.4303153e+04
1.9397674e-01 8.3811515e+04
1.8826616e-01 8.3352243e+04
1.8287495e-01 8.2923614e+04
1.7778466e-01 8.2524353e+04
1.7297785e-01 8.2153525e+04
1.6843806e-01 8.1810115e+04
1.6414975e-01 8.1493675e+04
1.6009824e-01 8.1203987e+04
1.5626964e-01 8.0940858e+04
1.5265085e-01 8.0703785e+04
1.4922948e-01 8.0491579e+04
1.4599380e-01 8.0302729e+04
1.4293275e-01 8.0134642e+04
1.4003584e-01 7.9983763e+04
1.3729314e-01 7.9845861e+04
1.3469528e-01 7.9715468e+04
1.3223334e-01 7.9586119e+04
1.2989890e-01 7.9450290e+04
1.2768397e-01 7.9299386e+04
1.2558095e-01 7.9123724e+04
1.2358266e-01 7.8913082e+04
1.2168225e-01 7.8657362e+04
1.1987320e-01 7.8345980e+04
1.1814933e-01 7.7972770e+04
1.1650473e-01 7.7528404e+04
1.1493377e-01 7.7006025e+04
1.1343107e-01 7.6406383e+04
1.1199149e-01 7.5727179e+04
1.1061008e-01 7.4968322e+04
1.0928214e-01 7.4133437e+04
1.0800310e-01 7.3229164e+04
1.0676859e-01 7.2261077e+04
1.0557437e-01 7.1233967e+04
1.0441637e-01 7.0119680e+04
1.0329061e-01 6.8895157e+04
1.0219325e-01 6.7312622e+04
1.0112051e-01 6.5279252e+04
1.0006873e-01 6.2479600e+04
9.9034314e-02 5.8376939e+04
9.8013709e-02 5.3378138e+04
9.7003424e-02 4.9190271e+04
9.6000000e-02 4.7079640e+04
9.5000000e-02 4.6536020e+04
9.4000000e-02 4.6661424e+04
9.2997478e-02 4.6937061e+04
9.1989904e-02 4.7214275e+04
9.0974737e-02 4.7493861e+04
8.9949418e-02 4.7773008e+04
8.8911358e-02 4.8055523e+04
8.7857940e-02 4.8343010e+04
8.6786507e-02 4.8636485e+04
8.5694355e-02 4.8936747e+04
8.4578731e-02 4.9244599e+04
8.3436820e-02 4.9560882e+04
8.2265742e-02 4.9886474e+04
8.1062542e-02 5.0222283e+04
7.9824186e-02 5.0569259e+04
7.8547549e-02 5.0928393e+04
7.7229413e-02 5.1300710e+04
7.5866451e-02 5.1687270e+04
7.4455227e-02 5.2089161e+04
7.2992179e-02 5.2507486e+04
7.1473618e-02 5.2943348e+04
6.9895714e-02 5.3397816e+04
6.8254485e-02 5.3871899e+04
6.6545793e-02 5.4366521e+04
6.4765326e-02 5.4882496e+04
6.2908595e-02 5.5420485e+04
6.0970915e-02 5.5981026e+04
5.8947399e-02 5.6564560e+04
5.6832943e-02 5.7171455e+04
5.4622213e-02 5.7802139e+04
5.2309632e-02 5.8457208e+04
4.9889368e-02 5.9137518e+04
4.7355315e-02 5.9844273e+04
4.4701081e-02 6.0579057e+04
4.1919972e-02 6.1343833e+04
3.9004972e-02 6.2140991e+04
3.5948727e-02 6.2973405e+04
3.2743530e-02 6.3844499e+04
2.9381295e-02 6.4758304e+04
2.5853541e-02 6.5719364e+04
2.2151370e-02 6.6732553e+04
1.8265442e-02 6.7803009e+04
1.4185957e-02 6.8936482e+04
9.9026236e-03 7.0140320e+04
5.4046374e-03 7.1424994e+04
6.8065278e-04 7.2807192e+04
-4.2812463e-03 7.4312159e+04
-9.4935759e-03 7.5974066e+04
-1.4969484e-02 7.7834497e+04
-2.0722783e-02 7.9937795e+04
-2.6767985e-02 8.2324480e+04
-3.3120339e-02 8.5022180e+04
-3.9795868e-02 8.8034401e+04
-4.6811411e-02 9.1329651e+04
-5.4184664e-02 9.4834878e+04
-6.1934225e-02 9.8434281e+04
-7.0079644e-02 1.0197675e+05
-7.8641464e-02 1.0529366e+05
-8.7641285e-02 1.0822850e+05
-9.7101806e-02 1.1066770e+05
-1.0704689e-01 1.1256410e+05
-1.1750163e-01 1.1395479e+05
-1.2849238e-01 1.1491696e+05
-1.4004689e-01 1.1554596e+05
-1.5219428e-01 1.1593265e+05
-1.6496520e-01 1.1622839e+05
-1.7839187e-01 1.1638348e+05
