# step, energy, mass, x-momentum, y-momentum, z-momentum 
2385 4.1909198e+06 3.0012064e+01 5.4664994e+03 8.6167639e+02 0.0000000e+00
2386 4.2262884e+06 3.0306619e+01 5.4647676e+03 8.8523277e+02 0.0000000e+00
2387 4.2314808e+06 3.0459387e+01 5.4504396e+03 8.8925917e+02 0.0000000e+00
2388 4.2131637e+06 3.0482773e+01 5.4089111e+03 8.8618791e+02 0.0000000e+00
2389 4.1649498e+06 3.0382628e+01 5.2971578e+03 8.7579216e+02 0.0000000e+00
2390 4.1507177e+06 3.0327912e+01 5.2595637e+03 8.2935377e+02 0.0000000e+00
2391 4.1087612e+06 3.0155289e+01 5.1775877e+03 8.0622981e+02 0.0000000e+00
2392 4.0555963e+06 2.9905708e+01 5.1016361e+03 7.9327286e+02 0.0000000e+00
2393 4.0425635e+06 2.9767011e+01 5.1029222e+03 7.8842388e+02 0.0000000e+00
2394 4.0301496e+06 2.9587538e+01 5.0816233e+03 8.3448947e+02 0.0000000e+00
2395 3.9688109e+06 2.9201021e+01 5.1121312e+03 7.8008006e+02 0.0000000e+00
2396 3.9617469e+06 2.9000607e+01 5.1540875e+03 7.6781349e+02 0.0000000e+00
2397 3.9466134e+06 2.8756500e+01 5.1585101e+03 7.5366083e+02 0.0000000e+00
2398 3.9481859e+06 2.8545739e+01 5.1524728e+03 7.3558172e+02 0.0000000e+00
2399 3.9253516e+06 2.8320050e+01 5.1450479e+03 7.9411155e+02 0.0000000e+00
2400 3.8789330e+06 2.8078201e+01 5.1625502e+03 7.4182351e+02 0.0000000e+00
2401 3.8701741e+06 2.8006409e+01 5.1786072e+03 7.2983819e+02 0.0000000e+00
2402 3.8607391e+06 2.7963471e+01 5.1807879e+03 7.1946520e+02 0.0000000e+00
2403 3.8374252e+06 2.7924957e+01 5.1760547e+03 7.1580480e+02 0.0000000e+00
2404 3.8324497e+06 2.7971209e+01 5.2141228e+03 7.1169766e+02 0.0000000e+00
2405 3.8466031e+06 2.8073100e+01 5.2063742e+03 7.8124221e+02 0.0000000e+00
2406 3.8541487e+06 2.8144220e+01 5.2214931e+03 7.9933708e+02 0.0000000e+00
2407 3.8533417e+06 2.8207135e+01 5.2450586e+03 7.8754429e+02 0.0000000e+00
2408 3.8662726e+06 2.8306003e+01 5.2671298e+03 7.8057860e+02 0.0000000e+00
2409 3.8524610e+06 2.8237705e+01 5.2493054e+03 7.8140526e+02 0.0000000e+00
2410 3.7745337e+06 2.8062331e+01 5.0726635e+03 7.8574753e+02 0.0000000e+00
2411 3.7485195e+06 2.8078667e+01 4.9956315e+03 7.4842343e+02 0.0000000e+00
2412 3.8029441e+06 2.8270568e+01 5.0136420e+03 7.3867606e+02 0.0000000e+00
2413 3.8367930e+06 2.8447571e+01 5.0725905e+03 7.9895631e+02 0.0000000e+00
2414 3.8018231e+06 2.8418110e+01 5.0224862e+03 8.4150520e+02 0.0000000e+00
2415 3.7464590e+06 2.8302924e+01 4.9688430e+03 8.4543152e+02 0.0000000e+00
2416 3.7241446e+06 2.8269100e+01 4.9136100e+03 7.8263980e+02 0.0000000e+00
2417 3.7345238e+06 2.8330616e+01 4.8931142e+03 7.5633100e+02 0.0000000e+00
2418 3.7475570e+06 2.8416349e+01 4.8740121e+03 7.3538548e+02 0.0000000e+00
2419 3.7695880e+06 2.8503479e+01 4.8884131e+03 7.2647208e+02 0.0000000e+00
2420 3.7598459e+06 2.8482357e+01 4.8829996e+03 7.2267320e+02 0.0000000e+00
2421 3.7578151e+06 2.8455226e+01 4.8915477e+03 7.2337747e+02 0.0000000e+00
2422 3.7551040e+06 2.8348557e+01 4.8941168e+03 7.1917466e+02 0.0000000e+00
2423 3.7292222e+06 2.8165713e+01 4.8725359e+03 7.1077791e+02 0.0000000e+00
2424 3.6757090e+06 2.7876655e+01 4.8274360e+03 6.9296257e+02 0.0000000e+00
2425 3.6199177e+06 2.7561342e+01 4.7986243e+03 6.7782475e+02 0.0000000e+00
2426 3.5809056e+06 2.7303807e+01 4.8055076e+03 6.7026669e+02 0.0000000e+00
2427 3.5224658e+06 2.7046425e+01 4.7800692e+03 6.7051398e+02 0.0000000e+00
2428 3.4929399e+06 2.6865022e+01 4.7271154e+03 6.7354588e+02 0.0000000e+00
2429 3.4954679e+06 2.6838554e+01 4.7609862e+03 6.7257380e+02 0.0000000e+00
2430 3.5007695e+06 2.6877810e+01 4.7796132e+03 6.7213734e+02 0.0000000e+00
2431 3.4935063e+06 2.6868126e+01 4.7974978e+03 6.6821593e+02 0.0000000e+00
2432 3.4950058e+06 2.6880403e+01 4.8428797e+03 6.6694958e+02 0.0000000e+00
2433 3.5051829e+06 2.6942129e+01 4.8932876e+03 6.6631964e+02 0.0000000e+00
2434 3.5044977e+06 2.6980523e+01 4.9096381e+03 6.6433797e+02 0.0000000e+00
2435 3.5017216e+06 2.6962382e+01 4.8929614e+03 7.2192991e+02 0.0000000e+00
2436 3.4351781e+06 2.6731775e+01 4.7963542e+03 6.7350162e+02 0.0000000e+00
2437 3.4208318e+06 2.6747698e+01 4.7145968e+03 6.6455672e+02 0.0000000e+00
2438 3.4091828e+06 2.6786656e+01 4.7071326e+03 6.6417142e+02 0.0000000e+00
2439 3.4021712e+06 2.6793466e+01 4.7405773e+03 6.6928370e+02 0.0000000e+00
2440 3.3775562e+06 2.6740956e+01 4.7386346e+03 6.8136139e+02 0.0000000e+00
2441 3.3359607e+06 2.6652770e+01 4.6895780e+03 6.9071559e+02 0.0000000e+00
2442 3.3404706e+06 2.6701501e+01 4.6482353e+03 6.9572940e+02 0.0000000e+00
2443 3.3264644e+06 2.6691967e+01 4.6128369e+03 6.9827689e+02 0.0000000e+00
2444 3.3664763e+06 2.6831319e+01 4.6265804e+03 7.0229715e+02 0.0000000e+00
2445 3.3920742e+06 2.6928081e+01 4.6588336e+03 7.0627566e+02 0.0000000e+00
2446 3.4031899e+06 2.7001966e+01 4.6573529e+03 7.0715036e+02 0.0000000e+00
2447 3.4169982e+06 2.7043557e+01 4.6837488e+03 7.0216465e+02 0.0000000e+00
2448 3.4312941e+06 2.7075937e+01 4.6971926e+03 6.9210401e+02 0.0000000e+00
2449 3.4561073e+06 2.7153450e+01 4.6583430e+03 7.4068701e+02 0.0000000e+00
2450 3.4579017e+06 2.7140594e+01 4.6406172e+03 6.9535340e+02 0.0000000e+00
2451 3.4468410e+06 2.7051740e+01 4.5368493e+03 6.9310567e+02 0.0000000e+00
2452 3.4709323e+06 2.7213366e+01 4.4725321e+03 6.9069722e+02 0.0000000e+00
2453 3.5001058e+06 2.7320538e+01 4.5052521e+03 6.9278825e+02 0.0000000e+00
2454 3.5179948e+06 2.7339282e+01 4.4926155e+03 6.8613022e+02 0.0000000e+00
2455 3.5359151e+06 2.7368500e+01 4.4778291e+03 7.3081939e+02 0.0000000e+00
2456 3.5502313e+06 2.7407530e+01 4.4913500e+03 7.4424872e+02 0.0000000e+00
2457 3.5604368e+06 2.7383222e+01 4.4935085e+03 7.3576986e+02 0.0000000e+00
2458 3.5521975e+06 2.7309461e+01 4.5038319e+03 7.2323026e+02 0.0000000e+00
2459 3.5411977e+06 2.7244965e+01 4.5046692e+03 7.2447544e+02 0.0000000e+00
2460 3.5437009e+06 2.7237766e+01 4.5081394e+03 6.9941297e+02 0.0000000e+00
2461 3.5754967e+06 2.7294610e+01 4.5309875e+03 7.2353176e+02 0.0000000e+00
2462 3.5714347e+06 2.7229936e+01 4.5193148e+03 7.4823811e+02 0.0000000e+00
2463 3.5510645e+06 2.7133280e+01 4.4914449e+03 7.0110954e+02 0.0000000e+00
2464 3.5558534e+06 2.7090495e+01 4.4876713e+03 7.2009749e+02 0.0000000e+00
2465 3.5501013e+06 2.7000794e+01 4.5424188e+03 7.4093650e+02 0.0000000e+00
2466 3.5608560e+06 2.6946984e+01 4.6094471e+03 6.9689132e+02 0.0000000e+00
2467 3.5910373e+06 2.6947867e+01 4.6789193e+03 7.1828400e+02 0.0000000e+00
2468 3.5917397e+06 2.6897470e+01 4.7084316e+03 7.4004968e+02 0.0000000e+00
2469 3.6008991e+06 2.6836918e+01 4.7488460e+03 7.4159783e+02 0.0000000e+00
2470 3.6086542e+06 2.6798490e+01 4.8117366e+03 7.2978639e+02 0.0000000e+00
2471 3.6300877e+06 2.6869198e+01 4.8164126e+03 7.2094834e+02 0.0000000e+00
2472 3.6231118e+06 2.6813951e+01 4.8211126e+03 7.1962598e+02 0.0000000e+00
2473 3.5709875e+06 2.6623462e+01 4.7660447e+03 7.1621308e+02 0.0000000e+00
2474 3.6109817e+06 2.6768047e+01 4.7543918e+03 7.1633241e+02 0.0000000e+00
2475 3.6432357e+06 2.6908295e+01 4.8215905e+03 7.2695590e+02 0.0000000e+00
2476 3.6612670e+06 2.6988674e+01 4.8635732e+03 7.3543647e+02 0.0000000e+00
2477 3.6658401e+06 2.7002640e+01 4.8845026e+03 7.3451257e+02 0.0000000e+00
2478 3.6405451e+06 2.6901197e+01 4.8436381e+03 7.3022256e+02 0.0000000e+00
2479 3.6202090e+06 2.6876733e+01 4.7639117e+03 7.2662876e+02 0.0000000e+00
2480 3.6284157e+06 2.6913193e+01 4.7713479e+03 7.2731918e+02 0.0000000e+00
2481 3.6167428e+06 2.6883159e+01 4.7795131e+03 7.2459838e+02 0.0000000e+00
2482 3.5994809e+06 2.6850497e+01 4.7458148e+03 7.1755778e+02 0.0000000e+00
2483 3.5749870e+06 2.6746584e+01 4.6910571e+03 7.1817599e+02 0.0000000e+00
2484 3.4992814e+06 2.6463541e+01 4.5709033e+03 7.2033668e+02 0.0000000e+00
2485 3.4985339e+06 2.6561529e+01 4.5384902e+03 6.8119996e+02 0.0000000e+00
2486 3.5300743e+06 2.6674695e+01 4.5882708e+03 7.0231225e+02 0.0000000e+00
2487 3.5347172e+06 2.6669523e+01 4.6279544e+03 7.2814951e+02 0.0000000e+00
2488 3.5172783e+06 2.6565190e+01 4.6392063e+03 7.3768284e+02 0.0000000e+00
2489 3.4883997e+06 2.6402034e+01 4.6221454e+03 7.3504517e+02 0.0000000e+00
2490 3.4631237e+06 2.6271582e+01 4.6015723e+03 7.2841316e+02 0.0000000e+00
2491 3.4427915e+06 2.6137917e+01 4.5707983e+03 7.2939798e+02 0.0000000e+00
2492 3.4061466e+06 2.5960131e+01 4.5516006e+03 7.3761392e+02 0.0000000e+00
2493 3.3835863e+06 2.5887241e+01 4.5311876e+03 7.0680761e+02 0.0000000e+00
2494 3.3906001e+06 2.5886622e+01 4.5677245e+03 6.9541528e+02 0.0000000e+00
2495 3.3926251e+06 2.5869012e+01 4.5541640e+03 7.2371839e+02 0.0000000e+00
2496 3.3255479e+06 2.5706333e+01 4.4697261e+03 7.4868340e+02 0.0000000e+00
2497 3.2850697e+06 2.5540688e+01 4.3579241e+03 6.9832595e+02 0.0000000e+00
2498 3.2967374e+06 2.5580021e+01 4.4029844e+03 6.9940444e+02 0.0000000e+00
2499 3.2857647e+06 2.5505401e+01 4.4157820e+03 6.9608820e+02 0.0000000e+00
2500 3.2558228e+06 2.5396773e+01 4.3622217e+03 6.8503346e+02 0.0000000e+00
2501 3.2298872e+06 2.5263268e+01 4.3387140e+03 6.7188204e+02 0.0000000e+00
2502 3.2434087e+06 2.5264214e+01 4.3092908e+03 6.6100184e+02 0.0000000e+00
2503 3.2922225e+06 2.5345999e+01 4.3370905e+03 6.5033775e+02 0.0000000e+00
2504 3.3363877e+06 2.5409982e+01 4.3631481e+03 6.9644309e+02 0.0000000e+00
2505 3.3454030e+06 2.5360749e+01 4.3674406e+03 7.0563186e+02 0.0000000e+00
2506 3.3264373e+06 2.5218228e+01 4.3527628e+03 6.4428640e+02 0.0000000e+00
2507 3.3150404e+06 2.5073526e+01 4.3337762e+03 6.2609799e+02 0.0000000e+00
2508 3.3407054e+06 2.5164024e+01 4.3205461e+03 6.1110413e+02 0.0000000e+00
2509 3.3539879e+06 2.5119320e+01 4.3349210e+03 6.6161188e+02 0.0000000e+00
2510 3.3108800e+06 2.4938697e+01 4.3233084e+03 6.8186040e+02 0.0000000e+00
2511 3.2748691e+06 2.4826757e+01 4.3416337e+03 6.3026273e+02 0.0000000e+00
2512 3.2887553e+06 2.4925636e+01 4.3415976e+03 6.1334596e+02 0.0000000e+00
2513 3.3108503e+06 2.5029985e+01 4.3859774e+03 6.0329969e+02 0.0000000e+00
2514 3.3404287e+06 2.5110659e+01 4.4112378e+03 6.4937536e+02 0.0000000e+00
2515 3.3036159e+06 2.4980167e+01 4.3450900e+03 6.7119078e+02 0.0000000e+00
2516 3.3283375e+06 2.5070222e+01 4.3523348e+03 6.7242449e+02 0.0000000e+00
2517 3.3133754e+06 2.5000642e+01 4.4138749e+03 6.7640601e+02 0.0000000e+00
2518 3.2961045e+06 2.4938152e+01 4.4408459e+03 6.8047554e+02 0.0000000e+00
2519 3.2824015e+06 2.4861573e+01 4.4759502e+03 6.7945437e+02 0.0000000e+00
2520 3.2795553e+06 2.4845120e+01 4.5160254e+03 6.7321890e+02 0.0000000e+00
2521 3.2806528e+06 2.4841511e+01 4.5464393e+03 6.6510649e+02 0.0000000e+00
2522 3.2956994e+06 2.4865727e+01 4.5780713e+03 6.6026016e+02 0.0000000e+00
2523 3.2883452e+06 2.4780732e+01 4.6146597e+03 6.6002367e+02 0.0000000e+00
2524 3.2280826e+06 2.4572326e+01 4.5190279e+03 6.6098216e+02 0.0000000e+00
2525 3.2441444e+06 2.4695741e+01 4.5271137e+03 6.2822628e+02 0.0000000e+00
2526 3.2727921e+06 2.4791062e+01 4.5737855e+03 6.5157488e+02 0.0000000e+00
2527 3.2702995e+06 2.4791149e+01 4.6273277e+03 6.8238704e+02 0.0000000e+00
2528 3.2433769e+06 2.4716348e+01 4.6252471e+03 6.8932767e+02 0.0000000e+00
2529 3.2131411e+06 2.4662195e+01 4.6118457e+03 6.8829894e+02 0.0000000e+00
2530 3.1625248e+06 2.4535636e+01 4.5743242e+03 6.8944495e+02 0.0000000e+00
2531 3.1611391e+06 2.4615425e+01 4.5305813e+03 6.5328903e+02 0.0000000e+00
2532 3.1844246e+06 2.4748368e+01 4.5251793e+03 6.7670398e+02 0.0000000e+00
2533 3.1742811e+06 2.4836306e+01 4.4698356e+03 7.0248687e+02 0.0000000e+00
2534 3.1850424e+06 2.4911343e+01 4.4527468e+03 7.0325936e+02 0.0000000e+00
2535 3.2137189e+06 2.5029102e+01 4.4820978e+03 6.9871118e+02 0.0000000e+00
2536 3.2303089e+06 2.5087033e+01 4.4730890e+03 6.9660083e+02 0.0000000e+00
2537 3.2253446e+06 2.5087137e+01 4.4443718e+03 6.9701439e+02 0.0000000e+00
2538 3.2245512e+06 2.5067874e+01 4.4432218e+03 6.9391313e+02 0.0000000e+00
2539 3.2190755e+06 2.5036873e+01 4.4135666e+03 6.8816931e+02 0.0000000e+00
2540 3.2007305e+06 2.4913275e+01 4.3533674e+03 6.7739404e+02 0.0000000e+00
2541 3.1406389e+06 2.4731475e+01 4.2155335e+03 6.3515463e+02 0.0000000e+00
2542 3.1317163e+06 2.4662025e+01 4.2114947e+03 6.2373969e+02 0.0000000e+00
2543 3.1205857e+06 2.4568013e+01 4.2011104e+03 6.2201991e+02 0.0000000e+00
2544 3.1054627e+06 2.4423157e+01 4.1817194e+03 6.2191199e+02 0.0000000e+00
2545 3.0437556e+06 2.4079450e+01 4.0968441e+03 6.2292302e+02 0.0000000e+00
2546 3.0159470e+06 2.3869883e+01 4.0194085e+03 6.2070266e+02 0.0000000e+00
2547 3.0368291e+06 2.3854534e+01 4.0657538e+03 6.2318844e+02 0.0000000e+00
2548 3.0521892e+06 2.3899130e+01 4.1212709e+03 6.1602242e+02 0.0000000e+00
2549 3.0660745e+06 2.3960104e+01 4.1349328e+03 6.6015012e+02 0.0000000e+00
2550 3.0599775e+06 2.3912195e+01 4.0972573e+03 6.7425969e+02 0.0000000e+00
2551 3.0506449e+06 2.3872773e+01 4.0128359e+03 6.6457127e+02 0.0000000e+00
2552 3.0695849e+06 2.3947797e+01 3.9728697e+03 6.1638275e+02 0.0000000e+00
2553 3.1029117e+06 2.4047305e+01 3.9907890e+03 6.2534265e+02 0.0000000e+00
2554 3.1101899e+06 2.4066486e+01 3.9631313e+03 6.4448850e+02 0.0000000e+00
2555 3.0992792e+06 2.4030357e+01 3.9575835e+03 6.0980011e+02 0.0000000e+00
2556 3.1082925e+06 2.4041112e+01 3.9993013e+03 6.0147568e+02 0.0000000e+00
2557 3.1210913e+06 2.4074081e+01 3.9796839e+03 6.2919072e+02 0.0000000e+00
2558 3.1044509e+06 2.3967759e+01 3.9759102e+03 6.5778062e+02 0.0000000e+00
2559 3.0646419e+06 2.3756964e+01 3.9681833e+03 6.6433799e+02 0.0000000e+00
2560 3.0478087e+06 2.3633562e+01 3.9815267e+03 6.1993806e+02 0.0000000e+00
2561 3.0352661e+06 2.3496323e+01 3.9647371e+03 6.2929241e+02 0.0000000e+00
2562 3.0183346e+06 2.3357758e+01 3.9702772e+03 6.0536845e+02 0.0000000e+00
2563 3.0367573e+06 2.3329627e+01 3.9686937e+03 6.2481868e+02 0.0000000e+00
2564 3.0315242e+06 2.3217316e+01 3.9573725e+03 6.3917490e+02 0.0000000e+00
2565 3.0354501e+06 2.3147649e+01 3.9636848e+03 6.4242121e+02 0.0000000e+00
2566 3.0422562e+06 2.3132147e+01 3.9895259e+03 6.4351310e+02 0.0000000e+00
2567 3.0339171e+06 2.3064679e+01 3.9541153e+03 6.4882378e+02 0.0000000e+00
2568 3.0334024e+06 2.3077615e+01 3.9829885e+03 6.4770685e+02 0.0000000e+00
2569 3.0212856e+06 2.3042571e+01 3.9889527e+03 6.4057549e+02 0.0000000e+00
2570 3.0150108e+06 2.3036530e+01 3.9772656e+03 6.3338772e+02 0.0000000e+00
2571 3.0059037e+06 2.3028594e+01 3.9835262e+03 6.2392401e+02 0.0000000e+00
2572 2.9853245e+06 2.2985085e+01 3.9626542e+03 6.1967113e+02 0.0000000e+00
2573 2.9569198e+06 2.2923172e+01 3.9337806e+03 6.1694883e+02 0.0000000e+00
2574 2.9496453e+06 2.2885791e+01 3.9152702e+03 5.8705201e+02 0.0000000e+00
2575 2.9539319e+06 2.2861955e+01 3.9030556e+03 6.0708598e+02 0.0000000e+00
2576 2.9356890e+06 2.2748295e+01 3.8885588e+03 5.8703339e+02 0.0000000e+00
2577 2.9519802e+06 2.2713551e+01 3.8960380e+03 6.1723763e+02 0.0000000e+00
2578 2.9523662e+06 2.2642007e+01 3.9018543e+03 6.3980977e+02 0.0000000e+00
2579 2.9730667e+06 2.2676535e+01 3.9624793e+03 5.9929854e+02 0.0000000e+00
2580 2.9722801e+06 2.2641551e+01 3.9713687e+03 6.3001971e+02 0.0000000e+00
2581 2.9748356e+06 2.2625715e+01 3.9566744e+03 6.5168763e+02 0.0000000e+00
2582 2.9720687e+06 2.2619479e+01 4.0003122e+03 6.6014741e+02 0.0000000e+00
2583 2.9713461e+06 2.2666877e+01 4.0370839e+03 6.6171383e+02 0.0000000e+00
2584 2.9720620e+06 2.2732779e+01 4.0603049e+03 6.6361046e+02 0.0000000e+00
2585 2.9820457e+06 2.2827559e+01 4.0774852e+03 6.6464305e+02 0.0000000e+00
2586 2.9904347e+06 2.2958214e+01 4.1094248e+03 6.6446469e+02 0.0000000e+00
2587 2.9956115e+06 2.3038372e+01 4.1236885e+03 6.5912855e+02 0.0000000e+00
2588 2.9422955e+06 2.2942586e+01 4.0144139e+03 6.4978688e+02 0.0000000e+00
2589 2.9461615e+06 2.2951838e+01 3.9415284e+03 6.4842213e+02 0.0000000e+00
2590 2.9645923e+06 2.2983514e+01 3.9316517e+03 6.5364003e+02 0.0000000e+00
2591 2.9678188e+06 2.2948089e+01 3.9107039e+03 6.5245922e+02 0.0000000e+00
2592 2.9603954e+06 2.2878186e+01 3.8683448e+03 6.4611727e+02 0.0000000e+00
2593 2.9456292e+06 2.2758800e+01 3.8621110e+03 6.3776862e+02 0.0000000e+00
2594 2.9361799e+06 2.2665212e+01 3.8409899e+03 6.3351239e+02 0.0000000e+00
2595 2.9256259e+06 2.2593912e+01 3.8508912e+03 5.9951110e+02 0.0000000e+00
2596 2.9272632e+06 2.2506857e+01 3.8589885e+03 6.1524299e+02 0.0000000e+00
2597 2.8802522e+06 2.2391784e+01 3.7561635e+03 5.8769671e+02 0.0000000e+00
2598 2.9030787e+06 2.2475312e+01 3.7975673e+03 5.7816702e+02 0.0000000e+00
2599 2.9201383e+06 2.2471011e+01 3.8228528e+03 6.1665864e+02 0.0000000e+00
2600 2.9099188e+06 2.2404803e+01 3.8162575e+03 6.3611871e+02 0.0000000e+00
2601 2.8810060e+06 2.2290655e+01 3.7963943e+03 6.3321032e+02 0.0000000e+00
2602 2.8481857e+06 2.2191323e+01 3.7817884e+03 5.7378395e+02 0.0000000e+00
2603 2.8328500e+06 2.2158745e+01 3.7782220e+03 5.5654394e+02 0.0000000e+00
2604 2.8205291e+06 2.2127789e+01 3.7959863e+03 5.4831457e+02 0.0000000e+00
2605 2.8041169e+06 2.2108388e+01 3.7740602e+03 5.3650683e+02 0.0000000e+00
2606 2.7948362e+06 2.2099610e+01 3.7675591e+03 5.2285751e+02 0.0000000e+00
2607 2.7843424e+06 2.2057146e+01 3.7645563e+03 5.1663331e+02 0.0000000e+00
2608 2.7795887e+06 2.2001477e+01 3.7660994e+03 5.1254276e+02 0.0000000e+00
2609 2.7805571e+06 2.1944600e+01 3.7506257e+03 5.1244141e+02 0.0000000e+00
2610 2.7809246e+06 2.1874019e+01 3.7432753e+03 5.0892769e+02 0.0000000e+00
2611 2.7521940e+06 2.1736659e+01 3.6979739e+03 5.0401736e+02 0.0000000e+00
2612 2.6977785e+06 2.1489866e+01 3.5999589e+03 4.9971309e+02 0.0000000e+00
2613 2.6720484e+06 2.1445770e+01 3.5175614e+03 4.9841691e+02 0.0000000e+00
2614 2.6693517e+06 2.1445542e+01 3.5371806e+03 5.0059066e+02 0.0000000e+00
2615 2.6515582e+06 2.1437439e+01 3.5265921e+03 5.0176609e+02 0.0000000e+00
2616 2.6381407e+06 2.1440529e+01 3.5179817e+03 5.0494019e+02 0.0000000e+00
2617 2.6166985e+06 2.1422060e+01 3.5090695e+03 5.0544828e+02 0.0000000e+00
2618 2.6058531e+06 2.1424862e+01 3.5097640e+03 5.0018600e+02 0.0000000e+00
2619 2.6139096e+06 2.1483809e+01 3.5116979e+03 4.9446631e+02 0.0000000e+00
2620 2.6271522e+06 2.1555469e+01 3.5207019e+03 4.8828111e+02 0.0000000e+00
2621 2.6496496e+06 2.1654905e+01 3.5488836e+03 4.8853831e+02 0.0000000e+00
2622 2.6633434e+06 2.1725342e+01 3.5651813e+03 4.9516335e+02 0.0000000e+00
2623 2.6790372e+06 2.1802862e+01 3.5508902e+03 5.0197780e+02 0.0000000e+00
2624 2.6856098e+06 2.1818157e+01 3.5710841e+03 5.1118532e+02 0.0000000e+00
2625 2.6931443e+06 2.1847451e+01 3.5907473e+03 5.1963391e+02 0.0000000e+00
2626 2.6969292e+06 2.1822582e+01 3.6055656e+03 5.2609695e+02 0.0000000e+00
2627 2.6907095e+06 2.1767137e+01 3.6158662e+03 5.2084749e+02 0.0000000e+00
2628 2.7036511e+06 2.1736327e+01 3.5989831e+03 5.1466191e+02 0.0000000e+00
2629 2.7359928e+06 2.1834191e+01 3.6179208e+03 5.6503283e+02 0.0000000e+00
2630 2.7265398e+06 2.1790357e+01 3.6236611e+03 5.8651827e+02 0.0000000e+00
2631 2.7159199e+06 2.1745260e+01 3.6178602e+03 5.4099811e+02 0.0000000e+00
2632 2.7425484e+06 2.1845526e+01 3.6453345e+03 5.2959100e+02 0.0000000e+00
2633 2.7613891e+06 2.1928948e+01 3.6966043e+03 5.1955557e+02 0.0000000e+00
2634 2.7994782e+06 2.2097283e+01 3.7175714e+03 5.1263402e+02 0.0000000e+00
2635 2.8189256e+06 2.2196361e+01 3.7331112e+03 5.5519015e+02 0.0000000e+00
2636 2.8110402e+06 2.2156300e+01 3.7379082e+03 5.7081577e+02 0.0000000e+00
2637 2.8066327e+06 2.2165757e+01 3.7575640e+03 5.3282007e+02 0.0000000e+00
2638 2.8232028e+06 2.2281877e+01 3.7560092e+03 5.3526566e+02 0.0000000e+00
2639 2.8162504e+06 2.2273149e+01 3.7644904e+03 5.7300343e+02 0.0000000e+00
2640 2.7978789e+06 2.2226623e+01 3.8089245e+03 5.5582486e+02 0.0000000e+00
2641 2.8100624e+06 2.2277943e+01 3.8570391e+03 5.5417865e+02 0.0000000e+00
2642 2.8092902e+06 2.2245421e+01 3.8819035e+03 5.8810327e+02 0.0000000e+00
2643 2.7628303e+06 2.2053684e+01 3.8018359e+03 6.1440470e+02 0.0000000e+00
2644 2.7571703e+06 2.2113019e+01 3.7864229e+03 5.7310485e+02 0.0000000e+00
2645 2.7864041e+06 2.2213865e+01 3.8128453e+03 5.8993206e+02 0.0000000e+00
2646 2.7877607e+06 2.2214174e+01 3.8440522e+03 6.0795714e+02 0.0000000e+00
2647 2.7873225e+06 2.2230704e+01 3.8415373e+03 6.1798416e+02 0.0000000e+00
2648 2.7857198e+06 2.2228546e+01 3.8292886e+03 6.2141029e+02 0.0000000e+00
2649 2.7859987e+06 2.2230214e+01 3.8057222e+03 6.2655977e+02 0.0000000e+00
2650 2.7838621e+06 2.2211898e+01 3.7728968e+03 6.2437564e+02 0.0000000e+00
2651 2.7917892e+06 2.2214166e+01 3.7500350e+03 6.1913108e+02 0.0000000e+00
2652 2.8101350e+06 2.2249081e+01 3.7581865e+03 6.1820443e+02 0.0000000e+00
2653 2.8338815e+06 2.2304942e+01 3.7673479e+03 6.2079393e+02 0.0000000e+00
2654 2.8575167e+06 2.2341727e+01 3.7842785e+03 6.2518178e+02 0.0000000e+00
2655 2.8661111e+06 2.2327546e+01 3.7909605e+03 6.2588083e+02 0.0000000e+00
2656 2.8668952e+06 2.2281900e+01 3.7679481e+03 6.1834770e+02 0.0000000e+00
2657 2.8856244e+06 2.2223475e+01 3.8222381e+03 6.0956571e+02 0.0000000e+00
2658 2.8686035e+06 2.2071224e+01 3.7886280e+03 6.0032196e+02 0.0000000e+00
2659 2.8653970e+06 2.2019747e+01 3.7577283e+03 5.9148100e+02 0.0000000e+00
2660 2.8523295e+06 2.1901723e+01 3.7412962e+03 5.8586011e+02 0.0000000e+00
2661 2.8466433e+06 2.1844132e+01 3.7305816e+03 5.8097567e+02 0.0000000e+00
2662 2.8256891e+06 2.1758657e+01 3.7285980e+03 5.7401794e+02 0.0000000e+00
2663 2.7831661e+06 2.1610534e+01 3.6848185e+03 5.7142215e+02 0.0000000e+00
2664 2.7862506e+06 2.1615675e+01 3.6512214e+03 5.7015474e+02 0.0000000e+00
2665 2.7951005e+06 2.1675227e+01 3.6860020e+03 5.7300942e+02 0.0000000e+00
2666 2.7970184e+06 2.1702818e+01 3.7016584e+03 5.7232506e+02 0.0000000e+00
2667 2.7732470e+06 2.1636550e+01 3.6853016e+03 5.6613524e+02 0.0000000e+00
2668 2.7318948e+06 2.1484675e+01 3.6154961e+03 5.5369848e+02 0.0000000e+00
2669 2.7276596e+06 2.1468989e+01 3.5729669e+03 5.1757896e+02 0.0000000e+00
2670 2.7506799e+06 2.1528714e+01 3.5913472e+03 5.0230759e+02 0.0000000e+00
2671 2.7689352e+06 2.1539219e+01 3.6071616e+03 5.2510029e+02 0.0000000e+00
2672 2.7607355e+06 2.1469380e+01 3.6108600e+03 5.4707148e+02 0.0000000e+00
2673 2.7703461e+06 2.1454883e+01 3.6366667e+03 5.5124946e+02 0.0000000e+00
2674 2.7753169e+06 2.1414040e+01 3.6752987e+03 5.5182894e+02 0.0000000e+00
2675 2.7784316e+06 2.1365549e+01 3.7106275e+03 5.5194127e+02 0.0000000e+00
