# X (m), P (Pa)
3.8058166e-01 9.7218649e+04
3.7640831e-01 9.7095995e+04
3.7229552e-01 9.6909360e+04
3.6824240e-01 9.6768647e+04
3.6424810e-01 9.6616079e+04
3.6031175e-01 9.6461662e+04
3.5643251e-01 9.6302243e+04
3.5260954e-01 9.6138082e+04
3.4884203e-01 9.5968935e+04
3.4512917e-01 9.5794768e+04
3.4147016e-01 9.5615564e+04
3.3786422e-01 9.5431338e+04
3.3431057e-01 9.5242084e+04
3.3080846e-01 9.5047770e+04
3.2735712e-01 9.4848350e+04
3.2395583e-01 9.4643758e+04
3.2060385e-01 9.4433881e+04
3.1730046e-01 9.4218584e+04
3.1404496e-01 9.3997843e+04
3.1083665e-01 9.3771809e+04
3.0767483e-01 9.3540730e+04
3.0455884e-01 9.3304905e+04
3.0148799e-01 9.3064680e+04
2.9846164e-01 9.2820426e+04
2.9547912e-01 9.2572549e+04
2.9253982e-01 9.2321478e+04
2.8964310e-01 9.2067676e+04
2.8678834e-01 9.1811639e+04
2.8397493e-01 9.1553875e+04
2.8120230e-01 9.1294896e+04
2.7846984e-01 9.1035216e+04
2.7577700e-01 9.0775334e+04
2.7312320e-01 9.0515736e+04
2.7050790e-01 9.0256884e+04
2.6793055e-01 8.9999214e+04
2.6539062e-01 8.9743131e+04
2.6288759e-01 8.9489005e+04
2.6042094e-01 8.9237176e+04
2.5799017e-01 8.8987944e+04
2.5559477e-01 8.8741573e+04
2.5323425e-01 8.8498288e+04
2.5090813e-01 8.8258283e+04
2.4861593e-01 8.8021722e+04
2.4635717e-01 8.7788736e+04
2.4413138e-01 8.7559428e+04
2.4193810e-01 8.7333876e+04
2.3977687e-01 8.7112133e+04
2.3764723e-01 8.6894233e+04
2.3554875e-01 8.6680190e+04
2.3348097e-01 8.6469997e+04
2.3144345e-01 8.6263603e+04
2.2943577e-01 8.6060915e+04
2.2745749e-01 8.5861863e+04
2.2550817e-01 8.5666419e+04
2.2358738e-01 8.5474537e+04
2.2169471e-01 8.5286105e+04
2.1982974e-01 8.5100979e+04
2.1799205e-01 8.4919044e+04
2.1618124e-01 8.4740227e+04
2.1439690e-01 8.4564448e+04
2.1263863e-01 8.4391599e+04
2.1090604e-01 8.4221569e+04
2.0919873e-01 8.4054254e+04
2.0751633e-01 8.3889555e+04
2.0585845e-01 8.3727375e+04
2.0422473e-01 8.3567621e+04
2.0261479e-01 8.3410201e+04
2.0102827e-01 8.3255027e+04
1.9946481e-01 8.3102015e+04
1.9792407e-01 8.2951081e+04
1.9640568e-01 8.2802148e+04
