x Norm_pressure Norm_heat_flux
0.0180187915 66.1282692 268856.655289197
0.0180262625 65.6651001 268753.392983784
0.0180387404 64.8698349 266405.808784913
0.0180562008 63.7787094 262593.471221169
0.01807860935 62.41319085 257835.067044348
0.0181059232 60.7853584 252278.988833395
0.0181380948 58.9068394 245900.194101687
0.01817507205 56.8090401 238865.453434675
0.0182168037 54.5053196 231208.258354167
0.0182632357 52.02202795 222913.540510765
0.0183143206 49.39344025 214123.729580344
0.0183700118 46.63409805 204788.693918224
0.0184302628 43.79987335 195017.884060567
0.01849503535 40.91694835 184801.457353114
0.01856426985 38.0804291 174887.873053178
0.018638571225 35.232210175 164125.520789743
0.0187128726 32.38399125 153363.168526308
0.0187919755 29.6590099 143618.485638823
0.0188749339 26.9761486 133632.284601459
0.0189615451 24.3609791 123577.402282474
0.0190516002 21.863328 113621.684215841
0.0191448946 19.5199423 103947.738662316
0.0192412194 17.3453026 94682.3002463597
0.0193403661 15.3376751 85862.0815213464
0.0194421224 13.495461 77518.2355192909
0.0195462685 11.81776855 69682.1023092369
0.0196525902 10.2980585 62343.4837812585
0.0197608657 8.93078995 55527.0246609137
0.0198708791 7.70671296 49236.6579951588
0.0199824255 6.61711502 43533.9350755769
0.0200953241 5.66472268 38105.0957915005
0.0202220436 5.146561025 34038.0395644562
0.0203487631 4.62839937 29970.9833374119
0.0205137152 4.48202777 28153.9692907104
0.0207085144 4.393051625 27003.7588619963
0.0209385343 4.27490497 25797.8557115291
0.0212101042 4.14846444 24601.2755063133
0.0215306729 4.024856805 23454.6066365328
0.0219090097 3.890774135 22335.4897713931
0.0223554168 3.73705173 21204.4955280015
0.0228819996 3.56318343 20010.9801806903
0.0235029534 3.37679231 18763.3401714585
0.0242349096 3.188232425 17542.0012218681
0.0250973199 3.000531915 16382.6640686653
0.0261128936 2.81451261 15254.8007257675
0.0273080822 2.637550595 14156.9769749723
0.0287136119 2.478211045 13165.5804550659
0.0305085471 2.34442246 12403.1574056408
0.0323034823 2.210633875 11640.7343562157
0.03457601 2.101345895 11010.185911543
0.0372364931 2.014688375 10423.9249446258
0.0403460413 1.951984825 9924.76430156939
0.0439734645 1.91011387 9542.69351559913
0.0481955446 1.885839165 9241.4464380854
0.0530969501 1.878874775 8991.91299625677
0.0587697774 1.88863647 8770.87851745758
0.0653124675 1.91305357 8574.72315518656
0.0728279725 1.949188885 8398.78977274488
0.0814209655 1.99316442 8226.78092097718
0.0911939517 2.04076266 8046.03062995901
0.102242149 2.08810389 7843.81103240309
0.11464712 2.13212907 7609.96163154511
0.128469378 2.171080945 7348.45308248433
0.144461401 2.20114696 7067.92107854291
0.160453424 2.231212975 6787.38907460149
0.178558066 2.252429605 6505.61180401874
0.197952598 2.26859772 6231.59505455603
0.218482539 2.28053439 5970.47092254456
0.239941671 2.288923975 5726.23112043192
0.262078047 2.29439521 5499.08245787599
0.28460446 2.29768395 5288.17751712287
0.307212591 2.29956496 5094.30529633832
0.329589576 2.30063498 4918.69514118234
0.351435304 2.30122101 4761.75718315917
0.372477829 2.30150902 4623.14131625154
0.392486155 2.30156076 4501.50777921844
0.411278367 2.301546095 4395.77765897216
0.428725481 2.301104785 4303.51898233434
0.444750726 2.30140483 4234.4469253071
0.4588992895 2.3010672325 4162.62150707179
0.473047853 2.300729635 4090.79608883647
0.486770242 2.30057919 4033.42499203848
0.500492632 2.30038488 3976.59809922274
0.514214993 2.30013621 3922.27489300469
0.527937412 2.299852725 3870.49071821377
0.541659772 2.299583435 3821.02502973872
0.555382192 2.299390675 3773.70547950675
0.569104552 2.299300315 3728.39332287793
0.582826912 2.29926765 3684.92541056865
0.596549332 2.299200415 3643.10178810166
0.610271692 2.29902017 3602.73098717129
0.623994112 2.29871035 3563.68038060844
0.637716472 2.298320175 3525.89330527682
0.651438892 2.2979244 3489.35572963545
0.665161252 2.29758942 3454.0518907837
0.678883642 2.2973569625 3420.49472786109
0.692606032 2.297124505 3386.93756493849
0.706328392 2.29694748 3354.97211874544
0.720050812 2.29678285 3323.97063841338
0.733773172 2.296614765 3293.87485490719
0.747495592 2.29644239 3264.65116479399
0.761217952 2.29627037 3236.27736652254
0.774940372 2.296103 3208.73186075367
0.788662732 2.295942305 3181.98629333628
0.802385092 2.295787335 3156.00343250981
0.816107512 2.295636415 3130.74149981271
0.829829872 2.295488355 3106.1565387831
0.843552291 2.295342445 3082.2077947199
0.857274652 2.295199755 3058.85992279369
0.870997071 2.295060875 3036.08269195913
0.884719431 2.29493177 3013.85170760939
0.898441821 2.2948102375 2992.40044234126
0.912164211 2.294688705 2970.94917707312
0.925886571 2.29457128 2950.24885518703
0.939608991 2.29446256 2930.03548197171
0.953331351 2.29435885 2910.2903687796
0.967053771 2.294258835 2890.99816924006
0.980776131 2.29416168 2872.14296488101
0.994498551 2.294066665 2853.70884224879
1.00822091 2.293973445 2835.68017895892
1.02194333 2.29388106 2818.0404493088
1.03566563 2.293790225 2800.77623400639
1.04938805 2.293698435 2783.86766507219
1.06311047 2.29361093 2767.32058396317
1.07683289 2.29351819 2751.06444655507
1.09055519 2.293475985 2735.05542686531
