x Norm_pressure Norm_heat_flux
0.0180187915 66.3963852 270972.719062052
0.0180262625 66.1781082 271625.029142051
0.0180387404 65.6209717 269663.238047053
0.0180562008 64.7517319 266199.479893005
0.0180786084 63.5891647 261700.760094661
0.0181059223 62.1609154 256517.332211239
0.0181380939 60.4721298 250692.829517462
0.0181750711 58.5379219 244156.397749863
0.0182168018 56.3902512 237048.343284966
0.0182632357 54.0393486 229325.425289575
0.0183143206 51.5106163 220910.414081892
0.01837001 48.8507118 211988.298165834
0.0184302628 46.0868187 202570.573769603
0.0184950344 43.2478409 192534.377588959
0.0185642689 40.4569817 182880.590080417
0.01863857075 37.5524044 172312.012845759
0.0187128726 34.6478271 161743.435611101
0.0187919755 31.781126 151819.755727841
0.0188749339 28.9727345 141502.627621755
0.0189615451 26.2690258 131179.171270617
0.0190516002 23.6984196 121054.584411353
0.0191448946 21.27001 111230.709132602
0.0192412194 18.9872665 101741.186003658
0.0193403661 16.8566036 92601.5891316807
0.0194421224 14.8903341 83891.3912376485
0.0195462685 13.0929489 75680.7923819962
0.0196525902 11.455884 67965.8152551813
0.0197608657 9.96998501 60750.3344895902
0.0198708791 8.6281271 54045.2398858828
0.0199824255 7.42601252 47886.6083626044
0.0200953241 6.3718276 42128.3656564988
0.0202220436 5.80877328 37650.2632905688
0.0203487631 5.24571896 33172.1609246388
0.0205137152 5.1119051 31483.1313433428
0.0207085144 4.99885654 30209.8252067168
0.0209385343 4.84741545 28828.9590783195
0.0212101042 4.69949627 27509.0810728616
0.0215306729 4.56266451 26306.9168563303
0.0219090097 4.40771008 25122.6837045879
0.0223554168 4.22533274 23904.673080678
0.0228819996 4.01979017 22616.1023738909
0.0235029534 3.80197787 21274.3510227698
0.0242349096 3.59041572 19993.679029715
0.0250973199 3.39133286 18836.3236058447
0.0261128936 3.19355941 17756.0773209912
0.0273080822 2.99387598 16712.5926697941
0.0287136119 2.81170416 15759.3692682411
0.0305085471 2.68083668 15010.7125857434
0.0323034823 2.5499692 14262.0559032457
0.03457601 2.45473814 13641.8579783341
0.0372364931 2.38246107 13153.7938100976
0.0403460413 2.33774829 12818.0703230641
0.0439734645 2.32048416 12584.8789593228
0.0481955446 2.32815981 12382.426004594
0.0530969501 2.35991001 12195.0483247026
0.0587697774 2.41414976 12020.1893287213
0.0653124675 2.48689628 11849.9854319548
0.0728279725 2.57149267 11658.7109381993
0.0814209655 2.65908146 11409.8636668274
0.0911939517 2.7412982 11087.1122290157
0.102242149 2.81255102 10694.587096907
0.11464712 2.87087679 10249.9866806981
0.128469378 2.91666484 9780.47327353277
0.144461401 2.9448545 9308.06066696322
0.160453424 2.97304416 8835.64806039367
0.178558066 2.98547411 8380.04616329876
0.197952598 2.99039602 7949.64645946473
0.218482539 2.99140477 7554.57178231005
0.239941671 2.99074125 7201.0884895603
0.262078047 2.9891274 6887.13895308977
0.28460446 2.9874022 6608.21939953724
0.307212591 2.98635364 6362.11095849824
0.329589576 2.98577714 6145.99183489186
0.351435304 2.98496771 5955.87237382838
0.372477829 2.98377895 5788.57847613561
0.392486155 2.98255491 5641.53373810977
0.411278367 2.98184609 5513.44176781494
0.428725481 2.98128819 5401.43928779623
0.444750726 2.98194218 5317.82359877413
0.4588992895 2.98204291 5230.47677446231
0.473047853 2.98214364 5143.12995015048
0.486770242 2.98223686 5074.3038566018
0.500492632 2.98202896 5006.09118629311
0.514214993 2.98161864 4940.81249313501
0.527937412 2.98123169 4878.61090286015
0.541659772 2.98101926 4819.28981330508
0.555382192 2.98090696 4762.46102853979
0.569104552 2.98064899 4707.58996491966
0.582826912 2.9800632 4654.23378580725
0.596549332 2.97922873 4602.27215919633
0.610271692 2.97846484 4551.91655185135
0.623994112 2.97812057 4503.49238913204
0.637716472 2.97835016 4457.18047517219
0.651438892 2.97902322 4412.88676452195
0.665161252 2.97981882 4370.28729720428
0.678883642 2.980134605 4329.50549156219
0.692606032 2.98045039 4288.7236859201
0.706328392 2.98000836 4249.31933497547
0.720050812 2.97918701 4210.787519046
0.733773172 2.97820497 4173.21062074134
0.747495592 2.97729325 4136.69816236125
0.761217952 2.9766283 4101.32903368546
0.774940372 2.97630215 4067.12572733434
0.788662732 2.97632217 4034.05317449234
0.802385092 2.97663069 4002.03339873471
0.816107512 2.97713017 3970.96502769822
0.829829872 2.97770786 3940.74085759952
0.843552291 2.97825742 3911.26127252723
0.857274652 2.97869158 3882.44420101458
0.870997071 2.97895026 3854.2256680672
0.884719431 2.97901011 3826.55980519994
0.898441821 2.97877741 3799.67914154401
0.912164211 2.97854471 3772.79847788808
0.925886571 2.97808504 3746.69950053981
0.939608991 2.97754765 3721.1304095821
0.953331351 2.97698379 3696.0926804345
0.967053771 2.97644138 3671.58892268258
0.980776131 2.97595882 3647.61885529407
0.994498551 2.97556257 3624.17662677511
1.00822091 2.97526717 3601.25232070048
1.02194333 2.97507668 3578.83014907737
1.03566563 2.97498894 3556.89405291754
1.04938805 2.97499132 3535.41860883524
1.06311047 2.97507644 3514.40938729201
1.07683289 2.97522187 3493.78895385397
1.09055519 2.97546363 3473.48167068651
