x Norm_heat_flux
0.0180150419 268236.744217963
0.0180169381 269425.15551697
0.0180201065 269478.923016955
0.0180245433 268713.488405392
0.0180302449 267464.747502333
0.0180372111 265981.289430912
0.0180454366 264394.503814438
0.0180549175 262685.656839448
0.01806565 260810.835202611
0.0180776287 258769.514979437
0.0180908442 256559.844367845
0.0181052946 254174.870829616
0.0181209706 251597.87896537
0.0181378648 248826.27123376
0.0181559697 245867.244068889
0.0181752779 242716.891121869
0.01819578 239376.783162487
0.0182174668 235859.800502993
0.0182403289 232173.945537964
0.0182643589 228317.458804501
0.0182895437 224301.46617039
0.0183158759 220143.596389967
0.0183433443 215848.186393743
0.0183719378 211420.02176021
0.018401647 206878.564979424
0.0184324589 202232.995770535
0.0184643641 197481.854772986
0.0184973478 192615.831788349
0.0185313988 187641.284168592
0.0185665023 182501.040911908
0.018602632 177777.438068123
0.0186399799 172352.440846798
0.0186773278 166927.443625472
0.0187158808 162082.639582728
0.018755395 157174.477812962
0.018795846 152214.418411652
0.0188372135 147148.993981157
0.0188794713 141976.194136887
0.0189225972 136751.168455502
0.0189665668 131541.164953924
0.0190113559 126394.986897401
0.0190569405 121336.749867828
0.0191032961 116372.175883451
0.0191503987 111499.722277713
0.0191982221 106717.220083515
0.0192467421 102025.566596824
0.0192959309 97429.0064089686
0.0193457678 92931.9600575667
0.0193962213 88536.615077922
0.0194472689 84252.8427293652
0.0194988828 80086.8869472596
0.0195510369 76035.6632014401
0.0196037032 72102.443008916
0.0196568556 68289.6615145159
0.0197104663 64600.6323900936
0.0197645091 61039.856468208
0.019818956 57612.0028996886
0.0198737793 54320.1235948807
0.0199289545 51165.3263228666
0.0199844539 48144.7225735062
0.0200402513 45266.8327441137
0.0200963281 42522.4822343417
0.0201526638 39823.1635364297
0.0202143453 37424.7311608977
0.0202760268 35026.2987853657
0.0203487631 33750.5739643741
0.0204278119 32719.3580790827
0.0205137152 31899.9578397673
0.0206070691 31156.0789070069
0.0207085144 30439.8032672809
0.0208187513 29763.7362226672
0.0209385343 29150.5175340427
0.0210686885 28566.8206857032
0.0212101042 27958.4907545723
0.0213637482 27318.6642294466
0.0215306729 26672.2266203392
0.0217120145 26038.7656774127
0.0219090097 25423.8177368613
0.0221229922 24808.1148231254
0.0223554168 24168.4262045613
0.0226078518 23514.7652625456
0.0228819996 22865.3153887199
0.0231797025 22220.674780396
0.0235029534 21564.4503220146
0.0238539111 20906.8774104648
0.0242349096 20278.0739756013
0.0246484708 19667.7179019984
0.0250973199 19048.8638132961
0.0255844016 18416.2791892838
0.0261128936 17810.7757404509
0.0266862232 17283.3886303033
0.0273080822 16822.953549851
0.027982451 16385.7341457411
0.0287136119 15939.2011306668
0.0295061674 15498.9392508671
0.0304008862 15093.9233875246
0.031295605 14688.9075241821
0.0323034823 14315.0436389836
0.0333947837 13983.260124345
0.03457601 13702.4980227035
0.0358541161 13467.6509772752
0.0372364931 13258.1393946363
0.0387310162 13060.345052026
0.0403460413 12882.8219702651
0.0420904085 12732.0388101836
0.0439734645 12601.560935933
0.0460050628 12485.4747254641
0.0481955446 12379.7958434271
0.0505557396 12283.4329812029
0.0530969501 12196.4281932667
0.0558309145 12117.413253821
0.0587697774 12042.8092166002
0.0619260333 11966.6557881207
0.0653124675 11885.5563920021
0.0689420775 11795.7356604789
0.0728279725 11691.8865997827
0.076983273 11571.6653002119
0.0814209655 11433.3353836635
0.086153768 11275.8032330388
0.0911939517 11099.0209724789
0.0965531468 10904.0554206463
0.102242149 10693.062295974
0.108270667 10469.1145862297
0.11464712 10235.5727350701
0.121378347 9995.70262882223
0.128469378 9752.26817995117
0.135923132 9509.58912581295
0.1439208535 9269.03635197517
0.151918575 9028.48357813739
0.160453424 8790.14296003963
0.16933693 8555.0915238385
0.178558066 8323.4063627144
0.188102499 8097.00959704294
0.197952598 7878.20071334955
0.20808737 7667.98691130261
0.218482539 7466.8122018531
0.229110733 7276.07812316239
0.239941671 7097.05947786406
0.250942498 6929.05867354605
0.262078047 6770.31604657246
0.273311466 6620.24620667465
0.28460446 6479.53619751679
0.295917958 6348.17783905175
0.307212591 6224.96178909674
0.318449229 6108.95329409405
0.329589576 6000.11963385514
0.340596676 5898.56305395075
0.351435304 5803.86407353441
0.362072468 5715.29009159971
0.372477829 5632.26680861676
0.382623851 5554.55292825043
0.392486155 5482.08596096277
0.402043581 5414.76190473121
0.411278367 5352.29857302186
0.420176059 5294.32967034993
0.428725481 5240.3048551886
0.436918706 5190.16453865465
0.444750726 5143.28009165361
0.452219486 5105.52996705023
0.4592030645 5062.48590664326
0.466186643 5019.44184623629
0.473047853 4983.92344926485
0.479909033 4947.61284233001
0.486770242 4911.93904453679
0.493631423 4877.14012034889
0.500492632 4843.21081044766
0.507353783 4810.10525638484
0.514214993 4777.77378570244
0.521076202 4746.16121570212
0.527937412 4715.20384238493
0.534798563 4684.83448899572
0.541659772 4655.00233887359
0.548520982 4625.69072078137
0.555382192 4596.90724266474
0.562243342 4568.65014807186
0.569104552 4540.88379608571
0.575965762 4513.55065538095
0.582826912 4486.61711248783
0.589688122 4460.11123048827
0.596549332 4434.11332439721
0.603410542 4408.69613139447
0.610271692 4383.85995258608
0.617132902 4359.51102355449
0.623994112 4335.50618845645
0.630855262 4311.7330042637
0.637716472 4288.18036016376
0.644577682 4264.95079279652
0.651438892 4242.21081379622
0.658300042 4220.11696818758
0.665161252 4198.72069491728
0.672022462 4177.9565435714
0.678883642 4157.8331458561
0.685744822 4137.7097481408
0.692606032 4117.81696753343
0.699467242 4097.89964678467
0.706328392 4077.9414358371
0.713189602 4058.01886580656
0.720050812 4038.26249626738
0.726911962 4018.81372661098
0.733773172 3999.78676635432
0.740634382 3981.2441251091
0.747495592 3963.187268258
0.754356742 3945.56566017242
0.761217952 3928.29194999322
0.768079162 3911.26536756923
0.774940372 3894.39330272266
0.781801522 3877.6080065969
0.788662732 3860.87791324321
0.795523942 3844.20829201708
0.802385092 3827.63477379868
0.809246302 3811.2119892586
0.816107512 3795.00127369503
0.822968721 3779.05608346507
0.829829872 3763.41498021422
0.836691082 3748.0957894194
0.843552291 3733.0967546288
0.850413442 3718.39858498278
0.857274652 3703.96916250489
0.864135861 3689.76963448045
0.870997071 3675.75706318967
0.877858222 3661.89404122683
0.884719431 3648.14114377582
0.891580641 3634.46770820597
0.898441821 3620.91140789999
0.905303001 3607.35510759402
0.912164211 3593.91594255192
0.919025421 3580.56850444324
0.925886571 3567.3291433254
0.932747781 3554.2186054038
0.939608991 3541.25762684701
0.946470201 3528.46285881845
0.953331351 3515.84569316291
0.960192561 3503.41169030507
0.967053771 3491.16024803285
0.973914921 3479.08669920282
0.980776131 3467.18287380469
0.987637341 3455.43883533951
0.994498551 3443.84318192562
1.0013597 3432.38511389344
1.00822091 3421.05323939818
