x Norm_heat_flux
0.0180150419 264270.498314658
0.0180169381 263141.032535656
0.0180201065 261962.529632391
0.0180245433 260805.413286708
0.0180302449 259640.726131759
0.0180372111 258400.005689636
0.0180454366 257029.391117485
0.0180549193 255443.820965683
0.01806565 253574.850822684
0.0180776287 251422.35020921
0.0180908442 248994.919717147
0.0181052946 246309.028842617
0.0181209706 243379.652592149
0.0181378648 240224.813165291
0.0181559715 236863.504330377
0.0181752779 233311.936632346
0.01819578 229582.464451583
0.0182174668 225685.690735071
0.0182403289 221632.868818816
0.0182643589 217426.465764886
0.0182895437 213078.429460527
0.0183158759 208605.003572339
0.0183433443 204008.396211206
0.0183719378 199290.028597586
0.018401647 194459.63850047
0.0184324589 189528.874708449
0.0184643641 184528.919761929
0.0184973478 179486.938443197
0.0185314007 174412.951560913
0.0185665023 169153.340840989
0.018602632 164222.258880264
0.0186399799 158711.067548802
0.0186773278 153199.876217341
0.0187158808 148157.277631249
0.018755395 143097.732797821
0.018795846 138105.724039418
0.0188372135 133147.374920356
0.0188794713 128169.789140761
0.0189225972 123149.438275496
0.0189665668 118102.05411091
0.0190113559 113069.009619131
0.0190569405 108098.126459751
0.0191032961 103228.607634113
0.0191503987 98484.1310163134
0.0191982221 93871.4741016005
0.0192467421 89387.2057867688
0.0192959309 85026.2692971605
0.0193457678 80785.813459783
0.0193962213 76663.5108253976
0.0194472689 72665.2643769736
0.0194988828 68796.1498588488
0.0195510369 65054.2181113262
0.0196037032 61443.4655139968
0.0196568556 57966.4110195339
0.0197104663 54624.2044514953
0.0197645091 51416.986024922
0.019818956 48344.3630975515
0.0198737793 45405.8450672934
0.0199289545 42600.8100498282
0.0199844539 39928.3002268764
0.0200402513 37393.0125513907
0.0200963281 34992.4746417636
0.0201526638 32645.2762600856
0.0202143453 30606.3301074006
0.0202760268 28567.3839547156
0.0203487631 27423.2961658193
0.0204278119 26497.8572227618
0.0205137152 25749.1478467089
0.0206070691 25097.2092311815
0.0207085144 24511.8883172881
0.0208187513 23954.7222223062
0.0209385343 23420.6889995087
0.0210686885 22914.0114602207
0.0212101042 22416.5014954728
0.0213637482 21908.3120024424
0.0215306729 21389.3401032362
0.0217120145 20867.6596549266
0.0219090097 20358.0213400514
0.0221229922 19858.5553905365
0.0223554168 19353.1957923392
0.0226078518 18839.5286787904
0.0228819996 18313.6967812847
0.0231797025 17770.3709245761
